date,index,fluc,individual,foreigner,institution,financial investment,insurance,investment trust,other financial,bank,national?pension,private equity fund,nation,other corp
2011-05-27,2100.24 ,0.0040 ,-1676 ,2220 ,1723 ,191 ,-190 ,1588 ,20 ,295 ,-439 ,258 ,-1050 ,-1221 
2011-05-26,2091.91 ,0.0275 ,-5166 ,2889 ,1382 ,-562 ,161 ,2164 ,23 ,-173 ,-727 ,497 ,1167 ,-291 
2011-05-25,2035.87 ,-0.0126 ,1676 ,-742 ,-658 ,77 ,43 ,-443 ,151 ,6 ,-238 ,-254 ,-136 ,-155 
2011-05-24,2061.76 ,0.0029 ,818 ,-2713 ,2177 ,-316 ,99 ,1458 ,20 ,221 ,231 ,464 ,-136 ,-123 
2011-05-23,2055.71 ,-0.0264 ,4614 ,-4093 ,-554 ,341 ,-545 ,-1354 ,428 ,-141 ,467 ,250 ,93 ,-28 
2011-05-20,2111.50 ,0.0076 ,-731 ,-1218 ,1761 ,-366 ,217 ,1135 ,-103 ,123 ,657 ,98 ,191 ,16 
2011-05-19,2095.51 ,-0.0189 ,2810 ,-3813 ,1113 ,816 ,-102 ,-784 ,257 ,209 ,692 ,25 ,3 ,-121 
2011-05-18,2135.78 ,0.0159 ,-1974 ,-522 ,2178 ,-156 ,692 ,1221 ,517 ,344 ,-663 ,222 ,-41 ,336 
2011-05-17,2102.41 ,-0.0008 ,3006 ,-2330 ,-565 ,157 ,-146 ,16 ,-31 ,89 ,-582 ,-67 ,59 ,-159 
2011-05-16,2104.18 ,-0.0075 ,4299 ,-5126 ,673 ,842 ,-147 ,-419 ,114 ,294 ,12 ,-22 ,-38 ,158 
2011-05-13,2120.08 ,-0.0012 ,5457 ,-6413 ,1176 ,172 ,-327 ,831 ,152 ,119 ,-232 ,460 ,-380 ,124 
2011-05-12,2122.65 ,-0.0203 ,10532 ,-9971 ,-524 ,-627 ,-1569 ,400 ,71 ,453 ,736 ,12 ,-390 ,345 
2011-05-11,2166.63 ,0.0128 ,-15 ,1420 ,-330 ,-169 ,-331 ,1908 ,37 ,238 ,-2039 ,26 ,-1171 ,81 
2011-05-09,2139.17 ,-0.0039 ,2217 ,693 ,1386 ,-150 ,188 ,1415 ,-72 ,4 ,30 ,-28 ,-4549 ,237 
2011-05-06,2147.45 ,-0.0152 ,3783 ,-2397 ,-470 ,473 ,-323 ,360 ,-294 ,-532 ,-203 ,49 ,-837 ,-101 
2011-05-04,2180.64 ,-0.0091 ,1915 ,141 ,-2047 ,58 ,276 ,-1408 ,-773 ,-491 ,5 ,285 ,59 ,-120 
2011-05-03,2200.73 ,-0.0127 ,3610 ,346 ,-3334 ,587 ,-229 ,-3168 ,-105 ,-304 ,-5 ,-110 ,-175 ,-437 
2011-05-02,2228.96 ,0.0167 ,-4905 ,1990 ,944 ,339 ,544 ,-132 ,243 ,-5 ,-651 ,606 ,2046 ,5 
2011-04-29,2192.36 ,-0.0072 ,1347 ,773 ,-2472 ,-288 ,-119 ,-2409 ,-101 ,-206 ,332 ,321 ,323 ,42 
2011-04-28,2208.35 ,0.0007 ,1896 ,88 ,1495 ,543 ,-137 ,140 ,-10 ,-183 ,1177 ,-36 ,-4049 ,569 
2011-04-27,2206.70 ,0.0002 ,-4328 ,6802 ,-2440 ,-1156 ,578 ,-2341 ,-6 ,-107 ,505 ,86 ,471 ,-589 
2011-04-26,2206.30 ,-0.0044 ,2877 ,790 ,-4194 ,28 ,-92 ,-3366 ,-262 ,-463 ,-96 ,56 ,1225 ,-682 
2011-04-25,2216.00 ,0.0083 ,847 ,1255 ,-921 ,520 ,-57 ,-2244 ,63 ,-107 ,987 ,-83 ,-1106 ,-132 
2011-04-22,2197.82 ,-0.0003 ,3152 ,2102 ,-5745 ,41 ,-246 ,-5075 ,-91 ,-183 ,143 ,-335 ,574 ,-84 
2011-04-21,2198.54 ,0.0132 ,-5914 ,8342 ,-5368 ,542 ,-221 ,-4751 ,-117 ,-456 ,-119 ,-245 ,3369 ,-361 
2011-04-20,2169.91 ,0.0223 ,-4311 ,1745 ,112 ,-218 ,115 ,-927 ,-55 ,-178 ,831 ,544 ,2614 ,-191 
2011-04-19,2122.68 ,-0.0070 ,6457 ,-5421 ,-911 ,264 ,64 ,-1650 ,14 ,-63 ,712 ,-253 ,-294 ,67 
2011-04-18,2137.72 ,-0.0013 ,4480 ,-246 ,-2041 ,395 ,-403 ,-1941 ,19 ,-219 ,376 ,-268 ,-2011 ,-101 
2011-04-15,2140.50 ,-0.0003 ,1928 ,-1540 ,-445 ,764 ,-279 ,-1036 ,64 ,-493 ,589 ,-55 ,327 ,-268 
2011-04-14,2141.06 ,0.0090 ,1487 ,-186 ,-2155 ,-38 ,-1072 ,-1883 ,2 ,512 ,379 ,-55 ,982 ,-134 
2011-04-13,2121.92 ,0.0156 ,676 ,-203 ,-336 ,-566 ,-115 ,-432 ,110 ,154 ,269 ,244 ,-519 ,418 
2011-04-12,2089.40 ,-0.0155 ,6028 ,-2237 ,-1560 ,-236 ,73 ,-1579 ,-46 ,-62 ,445 ,-154 ,-2235 ,-22 
2011-04-11,2122.39 ,-0.0026 ,2254 ,1030 ,-1657 ,38 ,31 ,-2079 ,-5 ,327 ,-110 ,140 ,-1245 ,-349 
2011-04-08,2127.97 ,0.0027 ,-348 ,1130 ,927 ,1173 ,-145 ,-1075 ,-167 ,155 ,986 ,1 ,-1627 ,-76 
2011-04-07,2122.14 ,-0.0021 ,2044 ,649 ,-1004 ,882 ,-403 ,-1784 ,-13 ,-95 ,271 ,138 ,-1442 ,-268 
2011-04-06,2126.71 ,-0.0017 ,-2555 ,5180 ,-1709 ,5 ,-248 ,-1556 ,-77 ,-32 ,384 ,-186 ,-1283 ,388 
2011-04-05,2130.43 ,0.0069 ,-1465 ,2179 ,-643 ,88 ,-96 ,-1306 ,36 ,190 ,121 ,324 ,-62 ,-7 
2011-04-04,2115.87 ,-0.0024 ,4107 ,1820 ,-5776 ,1208 ,-249 ,-5875 ,-117 ,8 ,-756 ,6 ,431 ,-583 
2011-04-01,2121.01 ,0.0068 ,-4658 ,7366 ,-2555 ,241 ,147 ,-3199 ,-14 ,351 ,-137 ,58 ,-28 ,-107 
2011-03-31,2106.70 ,0.0073 ,-4692 ,6918 ,-1367 ,334 ,-34 ,-1761 ,-121 ,100 ,248 ,-133 ,-414 ,-428 
2011-03-30,2091.38 ,0.0093 ,-5518 ,4938 ,906 ,-687 ,1829 ,-1045 ,-73 ,891 ,88 ,-97 ,118 ,-427 
2011-03-29,2072.13 ,0.0077 ,-771 ,1791 ,-733 ,-395 ,642 ,-1795 ,-6 ,-20 ,690 ,151 ,-27 ,-208 
2011-03-28,2056.39 ,0.0011 ,963 ,1653 ,-2249 ,-587 ,-992 ,-1029 ,-20 ,-157 ,493 ,44 ,-89 ,-249 
2011-03-25,2054.04 ,0.0085 ,-2097 ,3607 ,-1629 ,-333 ,-30 ,-300 ,-38 ,-1431 ,-297 ,801 ,508 ,-368 
2011-03-24,2036.78 ,0.0122 ,-2544 ,2764 ,-586 ,129 ,-713 ,-656 ,-63 ,26 ,540 ,152 ,533 ,-129 
2011-03-23,2012.18 ,-0.0007 ,-556 ,1265 ,-1588 ,117 ,-193 ,-1694 ,18 ,23 ,208 ,-67 ,1153 ,-247 
2011-03-22,2013.66 ,0.0051 ,-50 ,2371 ,-2890 ,-322 ,-1025 ,-1362 ,-64 ,-58 ,-53 ,-7 ,922 ,-285 
2011-03-21,2003.42 ,0.0113 ,169 ,1338 ,-1755 ,-262 ,-58 ,-1349 ,-103 ,62 ,-20 ,-26 ,303 ,-33 
2011-03-18,1981.13 ,0.0113 ,-2905 ,1436 ,995 ,-152 ,-227 ,726 ,38 ,113 ,852 ,-356 ,284 ,238 
2011-03-17,1959.03 ,0.0005 ,-1830 ,1195 ,1655 ,787 ,187 ,-7 ,87 ,-207 ,671 ,136 ,-635 ,-323 
2011-03-16,1957.97 ,0.0177 ,-5443 ,5 ,1606 ,-1158 ,-483 ,1972 ,-50 ,-26 ,1293 ,58 ,3848 ,29 
2011-03-15,1923.92 ,-0.0240 ,17 ,-2312 ,3368 ,1818 ,-2014 ,1649 ,291 ,366 ,1392 ,-134 ,-1686 ,583 
2011-03-14,1971.23 ,0.0080 ,-1663 ,1351 ,781 ,-848 ,-322 ,1664 ,103 ,-207 ,332 ,58 ,-348 ,-73 
2011-03-11,1955.54 ,-0.0131 ,3772 ,-5045 ,2195 ,481 ,-180 ,699 ,-11 ,254 ,558 ,393 ,-1220 ,288 
2011-03-10,1981.58 ,-0.0099 ,7194 ,-11776 ,2438 ,597 ,-122 ,703 ,91 ,119 ,1244 ,-195 ,2266 ,-120 
2011-03-09,2001.47 ,0.0026 ,379 ,-364 ,-83 ,111 ,-283 ,-760 ,10 ,160 ,704 ,-25 ,-55 ,117 
2011-03-08,1996.32 ,0.0081 ,-623 ,-3916 ,1794 ,620 ,41 ,332 ,-18 ,117 ,608 ,96 ,2810 ,84 
2011-03-07,1980.27 ,-0.0122 ,2809 ,-475 ,-300 ,522 ,-604 ,-430 ,20 ,97 ,148 ,-53 ,-1898 ,-148 
2011-03-04,2004.68 ,0.0173 ,-6276 ,3955 ,-507 ,-790 ,-207 ,-28 ,6 ,54 ,363 ,94 ,2295 ,528 
2011-03-03,1970.66 ,0.0220 ,-4042 ,1725 ,2515 ,-162 ,421 ,1329 ,24 ,-126 ,782 ,247 ,-719 ,458 
2011-03-02,1928.24 ,-0.0057 ,-441 ,-727 ,1563 ,811 ,220 ,455 ,97 ,44 ,-44 ,-21 ,-636 ,247 
2011-02-28,1939.30 ,-0.0123 ,464 ,-2252 ,2507 ,977 ,3 ,787 ,142 ,252 ,253 ,93 ,-849 ,108 
2011-02-25,1963.43 ,0.0069 ,763 ,-3193 ,3980 ,828 ,621 ,1280 ,113 ,171 ,593 ,373 ,-1934 ,373 
2011-02-24,1949.88 ,-0.0060 ,-1335 ,-1737 ,1353 ,116 ,351 ,736 ,-61 ,191 ,-175 ,194 ,1944 ,-193 
2011-02-23,1961.63 ,-0.0042 ,-1033 ,-1586 ,449 ,-526 ,-152 ,255 ,-54 ,-210 ,703 ,432 ,2548 ,-364 
2011-02-22,1969.92 ,-0.0176 ,1673 ,-3183 ,1595 ,930 ,-630 ,-208 ,-65 ,364 ,798 ,405 ,375 ,-236 
2011-02-21,2005.30 ,-0.0039 ,2249 ,1762 ,-2252 ,82 ,-1481 ,-391 ,-270 ,19 ,69 ,-281 ,-1518 ,-241 
2011-02-18,2013.14 ,0.0182 ,-2821 ,988 ,2343 ,-212 ,614 ,1080 ,-91 ,198 ,511 ,243 ,-501 ,26 
2011-02-17,1977.22 ,-0.0060 ,-372 ,779 ,-660 ,586 ,9 ,-289 ,46 ,-702 ,-98 ,-212 ,167 ,153 
2011-02-16,1989.11 ,-0.0106 ,-605 ,-2039 ,-27 ,-374 ,85 ,-220 ,-34 ,-134 ,541 ,110 ,2844 ,-158 
2011-02-15,2010.52 ,-0.0020 ,694 ,-521 ,-298 ,176 ,-557 ,140 ,-27 ,143 ,-16 ,-158 ,-62 ,157 
2011-02-14,2014.59 ,0.0189 ,-1693 ,340 ,1271 ,-709 ,273 ,1345 ,-336 ,-31 ,498 ,231 ,-153 ,266 
2011-02-11,1977.19 ,-0.0156 ,3136 ,-6173 ,3657 ,248 ,115 ,1589 ,340 ,-4 ,1090 ,279 ,-953 ,333 
2011-02-10,2008.50 ,-0.0181 ,8009 ,-10997 ,1182 ,991 ,-93 ,-384 ,39 ,342 ,470 ,-183 ,1828 ,-46 
2011-02-09,2045.58 ,-0.0117 ,4636 ,-4765 ,351 ,6 ,-174 ,-448 ,23 ,29 ,626 ,288 ,-76 ,-114 
2011-02-08,2069.70 ,-0.0058 ,1321 ,-821 ,-447 ,-876 ,148 ,-267 ,-42 ,-322 ,764 ,147 ,-172 ,126 
2011-02-07,2081.74 ,0.0047 ,-413 ,81 ,348 ,-370 ,296 ,-337 ,0 ,82 ,676 ,1 ,81 ,-86 
2011-02-01,2072.03 ,0.0011 ,2086 ,-1438 ,661 ,-884 ,-95 ,1159 ,30 ,-56 ,210 ,298 ,-1435 ,103 
2011-01-31,2069.73 ,-0.0181 ,5284 ,-6972 ,726 ,121 ,-211 ,-184 ,1 ,397 ,530 ,71 ,1015 ,-27 
2011-01-28,2107.87 ,-0.0034 ,3093 ,-1592 ,-630 ,894 ,95 ,-1818 ,102 ,1 ,299 ,-204 ,-428 ,-443 
2011-01-27,2115.01 ,0.0022 ,44 ,3651 ,-1850 ,414 ,-166 ,-1807 ,36 ,-111 ,152 ,-369 ,-1496 ,-338 
2011-01-26,2110.46 ,0.0114 ,-3350 ,1193 ,1831 ,-38 ,332 ,15 ,61 ,73 ,1139 ,250 ,151 ,177 
2011-01-25,2086.67 ,0.0022 ,-2853 ,743 ,523 ,88 ,-208 ,-937 ,69 ,144 ,1046 ,322 ,1433 ,172 
2011-01-24,2082.16 ,0.0059 ,-790 ,-1265 ,2287 ,-237 ,69 ,345 ,131 ,24 ,1871 ,85 ,-316 ,74 
2011-01-21,2069.92 ,-0.0174 ,3983 ,-2977 ,-826 ,-109 ,-79 ,-62 ,-485 ,-146 ,256 ,-201 ,145 ,-344 
2011-01-20,2106.66 ,-0.0043 ,3192 ,-1364 ,-1053 ,596 ,217 ,-1542 ,-47 ,-42 ,-34 ,-202 ,-865 ,70 
2011-01-19,2115.69 ,0.0092 ,-458 ,32 ,-143 ,-362 ,-327 ,-52 ,-30 ,163 ,480 ,-16 ,796 ,-159 
2011-01-18,2096.48 ,-0.0016 ,960 ,-220 ,58 ,512 ,-289 ,-1152 ,-59 ,94 ,1041 ,-89 ,-872 ,54 
2011-01-17,2099.85 ,-0.0039 ,4641 ,-359 ,-3075 ,-230 ,-299 ,-1874 ,107 ,127 ,-688 ,-216 ,-1347 ,133 
2011-01-14,2108.17 ,0.0089 ,1801 ,-1437 ,19 ,633 ,-256 ,-382 ,82 ,132 ,-59 ,-130 ,36 ,-430 
2011-01-13,2089.48 ,-0.0026 ,6389 ,1417 ,-4371 ,-772 ,-275 ,-2257 ,72 ,-542 ,182 ,-777 ,-3742 ,266 
2011-01-12,2094.95 ,0.0032 ,-365 ,3201 ,-708 ,-16 ,-224 ,-541 ,181 ,-235 ,191 ,-65 ,-2142 ,-43 
2011-01-11,2088.32 ,0.0036 ,957 ,-1022 ,685 ,482 ,-485 ,-15 ,85 ,443 ,111 ,65 ,-538 ,-91 
2011-01-10,2080.81 ,-0.0026 ,1734 ,-2257 ,-10 ,1490 ,-659 ,-1549 ,57 ,171 ,465 ,15 ,856 ,-222 
2011-01-07,2086.20 ,0.0041 ,-1725 ,-514 ,1344 ,1212 ,-243 ,-408 ,208 ,369 ,40 ,167 ,978 ,-91 
2011-01-06,2077.61 ,-0.0024 ,-871 ,3388 ,-1622 ,196 ,-214 ,-1527 ,100 ,283 ,-300 ,-159 ,-787 ,-122 
2011-01-05,2082.55 ,-0.0012 ,-479 ,1313 ,-1945 ,-431 ,53 ,-1916 ,-88 ,412 ,121 ,-96 ,1087 ,34 
2011-01-04,2085.14 ,0.0073 ,-3717 ,5368 ,556 ,-400 ,47 ,-670 ,46 ,427 ,872 ,234 ,-1865 ,-369 
2011-01-03,2070.08 ,0.0093 ,-3665 ,3118 ,1041 ,396 ,248 ,-322 ,-21 ,471 ,578 ,-308 ,-546 ,73 
2010-12-30,2051.00 ,0.0037 ,-1984 ,-1469 ,3856 ,1275 ,525 ,1263 ,29 ,99 ,543 ,121 ,265 ,-698 
2010-12-29,2043.49 ,0.0050 ,1016 ,-214 ,-693 ,-212 ,-303 ,97 ,0 ,58 ,-362 ,30 ,-373 ,268 
2010-12-28,2033.32 ,0.0055 ,-4873 ,2460 ,2752 ,1042 ,1107 ,-251 ,-136 ,525 ,231 ,234 ,250 ,-553 
2010-12-27,2022.19 ,-0.0037 ,-456 ,1608 ,-1811 ,319 ,-281 ,-1753 ,-206 ,-36 ,-72 ,219 ,914 ,-207 
2010-12-24,2029.60 ,-0.0039 ,702 ,724 ,-1517 ,647 ,47 ,-1720 ,-238 ,-86 ,63 ,-230 ,516 ,-461 
2010-12-23,2037.53 ,-0.0003 ,524 ,1404 ,-2576 ,81 ,130 ,-3190 ,-142 ,-34 ,643 ,-66 ,1526 ,-858 
2010-12-22,2038.11 ,0.0005 ,1944 ,3517 ,-4629 ,459 ,-1102 ,-2990 ,-82 ,-219 ,-479 ,-216 ,-181 ,-680 
2010-12-21,2037.09 ,0.0083 ,3919 ,-316 ,-4319 ,-527 ,-1170 ,-1499 ,-454 ,-326 ,-164 ,-180 ,1321 ,-616 
2010-12-20,2020.28 ,-0.0030 ,-2890 ,1832 ,922 ,845 ,215 ,-1795 ,-38 ,18 ,1666 ,12 ,204 ,-71 
2010-12-17,2026.30 ,0.0085 ,-1380 ,1782 ,-15 ,337 ,358 ,-670 ,-75 ,-27 ,118 ,-57 ,-86 ,-349 
2010-12-16,2009.24 ,-0.0041 ,1958 ,572 ,-2543 ,513 ,-553 ,-2409 ,-255 ,16 ,206 ,-60 ,753 ,-678 
2010-12-15,2017.48 ,0.0042 ,1807 ,3874 ,-3813 ,742 ,-280 ,-3478 ,-317 ,-123 ,119 ,-475 ,-1231 ,-657 
2010-12-14,2009.05 ,0.0062 ,-1204 ,5479 ,-1550 ,438 ,-49 ,-1612 ,-86 ,-320 ,398 ,-318 ,-2513 ,-201 
2010-12-13,1996.59 ,0.0053 ,738 ,392 ,-905 ,286 ,-19 ,-884 ,-100 ,-105 ,263 ,-346 ,27 ,-242 
2010-12-10,1986.14 ,-0.0014 ,2329 ,-36 ,-287 ,839 ,-271 ,-1416 ,33 ,140 ,739 ,-353 ,318 ,-2340 
2010-12-09,1988.96 ,0.0170 ,-4018 ,3340 ,-407 ,-439 ,116 ,-1030 ,-82 ,-29 ,537 ,519 ,1339 ,-271 
2010-12-08,1955.72 ,-0.0035 ,364 ,2603 ,-1608 ,587 ,-644 ,-1383 ,34 ,-116 ,99 ,-185 ,-1297 ,-102 
2010-12-07,1962.52 ,0.0045 ,-1135 ,841 ,558 ,1066 ,-516 ,-175 ,-16 ,-100 ,525 ,-226 ,-95 ,-138 
2010-12-06,1953.64 ,-0.0018 ,2003 ,-148 ,-2008 ,-527 ,-656 ,-868 ,49 ,-63 ,208 ,-151 ,193 ,-32 
2010-12-03,1957.26 ,0.0036 ,-1284 ,3609 ,-3126 ,293 ,-180 ,-1716 ,-98 ,-970 ,-323 ,-132 ,734 ,137 
2010-12-02,1950.26 ,0.0109 ,-2582 ,4036 ,-412 ,-836 ,83 ,-49 ,86 ,-95 ,475 ,-77 ,-1183 ,151 
2010-12-01,1929.32 ,0.0130 ,-1035 ,372 ,1370 ,140 ,31 ,1100 ,-176 ,-35 ,174 ,136 ,-594 ,-87 
2010-11-30,1904.63 ,0.0048 ,-813 ,-947 ,1765 ,26 ,391 ,641 ,74 ,52 ,505 ,76 ,-15 ,-11 
2010-11-29,1895.54 ,-0.0033 ,370 ,-1614 ,459 ,661 ,305 ,-163 ,6 ,-51 ,-292 ,-9 ,775 ,11 
2010-11-26,1901.80 ,-0.0134 ,-4002 ,568 ,81 ,19 ,-20 ,-467 ,-56 ,122 ,564 ,-81 ,3251 ,62 
2010-11-25,1927.68 ,0.0009 ,310 ,-1717 ,638 ,-614 ,-32 ,476 ,36 ,374 ,375 ,24 ,851 ,-99 
2010-11-24,1925.98 ,-0.0015 ,-5718 ,493 ,4136 ,-663 ,777 ,1082 ,167 ,587 ,2053 ,134 ,755 ,330 
2010-11-23,1928.94 ,-0.0079 ,594 ,1831 ,-25 ,222 ,-351 ,284 ,-104 ,-31 ,501 ,-546 ,-2189 ,-192 
2010-11-22,1944.34 ,0.0017 ,-3646 ,1895 ,87 ,-180 ,-81 ,534 ,28 ,-203 ,269 ,-280 ,1638 ,-37 
2010-11-19,1940.96 ,0.0068 ,209 ,1902 ,-112 ,-141 ,91 ,-365 ,29 ,-35 ,279 ,31 ,-1968 ,-47 
2010-11-18,1927.86 ,0.0162 ,-532 ,-1565 ,843 ,213 ,-244 ,4 ,-2 ,163 ,404 ,305 ,1065 ,191 
2010-11-17,1897.11 ,-0.0011 ,1480 ,-3043 ,2833 ,109 ,-34 ,1084 ,30 ,227 ,1424 ,-7 ,-1550 ,299 
2010-11-16,1899.13 ,-0.0077 ,2704 ,756 ,-577 ,-90 ,-96 ,-362 ,87 ,73 ,38 ,-227 ,-2958 ,64 
2010-11-15,1913.81 ,0.0004 ,-504 ,2293 ,-923 ,-189 ,-483 ,-474 ,-2 ,-213 ,260 ,180 ,-698 ,-140 
2010-11-12,1913.12 ,-0.0008 ,1861 ,8876 ,-5212 ,-915 ,-710 ,-5577 ,-2 ,-511 ,2386 ,117 ,417 ,-5939 
2010-11-11,1914.73 ,-0.0270 ,4174 ,-13099 ,5863 ,4191 ,388 ,521 ,-338 ,155 ,768 ,179 ,2896 ,165 
2010-11-10,1967.85 ,0.0105 ,-3358 ,4459 ,-1325 ,461 ,-376 ,-1226 ,-51 ,-18 ,132 ,-248 ,372 ,-127 
2010-11-09,1947.46 ,0.0026 ,586 ,-320 ,12 ,10 ,141 ,-449 ,-65 ,-78 ,381 ,72 ,-426 ,121 
2010-11-08,1942.41 ,0.0018 ,-84 ,2553 ,-2176 ,-116 ,-268 ,-1815 ,-95 ,29 ,154 ,-64 ,-79 ,-237 
2010-11-05,1938.96 ,-0.0018 ,-4539 ,7979 ,-4381 ,-706 ,-370 ,-2833 ,-41 ,-89 ,-136 ,-206 ,1232 ,-288 
2010-11-04,1942.50 ,0.0034 ,-242 ,3261 ,-3396 ,340 ,52 ,-3172 ,5 ,-256 ,162 ,-526 ,192 ,194 
2010-11-03,1935.97 ,0.0093 ,-2612 ,1892 ,-1180 ,-248 ,200 ,-1141 ,-31 ,-236 ,274 ,1 ,1562 ,322 
2010-11-02,1918.04 ,0.0017 ,1539 ,79 ,-911 ,-111 ,-510 ,-476 ,13 ,-235 ,322 ,86 ,-781 ,39 
2010-11-01,1914.74 ,0.0169 ,-577 ,-43 ,-41 ,97 ,-494 ,155 ,-78 ,-151 ,305 ,125 ,1017 ,-325 
2010-10-29,1882.95 ,-0.0131 ,6274 ,-3406 ,-1590 ,695 ,-1073 ,-1298 ,87 ,21 ,7 ,-29 ,-1386 ,68 
2010-10-28,1907.87 ,-0.0009 ,1965 ,569 ,-1870 ,237 ,-36 ,-1675 ,58 ,-64 ,-283 ,-106 ,-155 ,-544 
2010-10-27,1909.54 ,-0.0051 ,3113 ,836 ,-2259 ,48 ,-87 ,-1738 ,-94 ,-105 ,233 ,-515 ,-1566 ,-136 
2010-10-26,1919.41 ,0.0019 ,42 ,4467 ,-3560 ,-410 ,-599 ,-2457 ,70 ,156 ,339 ,-659 ,-628 ,-304 
2010-10-25,1915.71 ,0.0097 ,-4602 ,5016 ,-1748 ,-433 ,-545 ,-1134 ,-138 ,-40 ,341 ,202 ,1429 ,-69 
2010-10-22,1897.31 ,0.0121 ,-6403 ,5568 ,237 ,-369 ,12 ,69 ,-81 ,7 ,452 ,148 ,693 ,-118 
2010-10-21,1874.69 ,0.0023 ,1345 ,-1 ,-240 ,291 ,-428 ,-70 ,-7 ,213 ,-38 ,-202 ,-1184 ,47 
2010-10-20,1870.44 ,0.0071 ,547 ,-2011 ,1157 ,-392 ,-83 ,1025 ,2 ,181 ,372 ,52 ,395 ,-102 
2010-10-19,1857.32 ,-0.0097 ,3007 ,1321 ,-2618 ,-260 ,-288 ,-1773 ,-88 ,160 ,-130 ,-239 ,-1515 ,-197 
2010-10-18,1875.42 ,-0.0141 ,3556 ,429 ,-1482 ,-40 ,-283 ,-1204 ,-23 ,-178 ,183 ,61 ,-2440 ,-84 
2010-10-15,1902.29 ,0.0013 ,-393 ,1188 ,1575 ,358 ,-132 ,-490 ,89 ,56 ,366 ,1329 ,188 ,-2562 
2010-10-14,1899.76 ,0.0126 ,-2889 ,1514 ,275 ,-322 ,-224 ,-7 ,153 ,258 ,597 ,-179 ,1323 ,-257 
2010-10-13,1876.15 ,0.0043 ,630 ,-1427 ,968 ,-115 ,-31 ,418 ,-42 ,67 ,376 ,296 ,-108 ,13 
2010-10-12,1868.04 ,-0.0116 ,3376 ,-1691 ,-50 ,140 ,152 ,-466 ,65 ,-43 ,156 ,-54 ,-1760 ,213 
2010-10-11,1889.91 ,-0.0038 ,834 ,2195 ,-3129 ,233 ,-312 ,-2283 ,-105 ,19 ,-77 ,-605 ,130 ,1 
2010-10-08,1897.07 ,-0.0020 ,-468 ,1743 ,-1604 ,729 ,640 ,-1627 ,-55 ,-5018 ,2015 ,1712 ,216 ,116 
2010-10-07,1900.85 ,-0.0016 ,-1323 ,1131 ,-553 ,836 ,434 ,-2307 ,-15 ,212 ,589 ,-301 ,812 ,-74 
2010-10-06,1903.95 ,0.0133 ,-6500 ,8519 ,-1343 ,-413 ,76 ,-785 ,33 ,153 ,121 ,-527 ,-562 ,-78 
2010-10-05,1878.94 ,-0.0002 ,-633 ,2408 ,-2915 ,-757 ,-204 ,-1820 ,-43 ,-178 ,168 ,-81 ,1280 ,-102 
2010-10-04,1879.29 ,0.0014 ,-1377 ,6529 ,-3728 ,-1318 ,-486 ,-1655 ,-210 ,266 ,404 ,-728 ,-1374 ,-57 
2010-10-01,1876.73 ,0.0021 ,-2538 ,4641 ,-2191 ,297 ,50 ,-2174 ,-95 ,-18 ,52 ,-303 ,203 ,-90 
2010-09-30,1872.81 ,0.0034 ,-2200 ,4203 ,-1695 ,376 ,-719 ,-974 ,-28 ,-303 ,175 ,-223 ,-221 ,-94 
2010-09-29,1866.45 ,0.0056 ,-3011 ,3630 ,163 ,-272 ,787 ,-1005 ,-57 ,-367 ,1202 ,-126 ,552 ,-1326 
2010-09-28,1855.97 ,-0.0026 ,864 ,408 ,-1109 ,-422 ,417 ,-1841 ,-56 ,65 ,1208 ,-479 ,298 ,-481 
2010-09-27,1860.83 ,0.0077 ,-28 ,1297 ,-1048 ,115 ,-622 ,-891 ,-104 ,-225 ,622 ,58 ,-248 ,11 
2010-09-24,1846.60 ,0.0076 ,216 ,1012 ,-1100 ,-364 ,-220 ,-1213 ,-72 ,-60 ,973 ,-145 ,-48 ,-80 
2010-09-20,1832.63 ,0.0029 ,-289 ,1338 ,-156 ,447 ,-144 ,-1066 ,-151 ,302 ,586 ,-130 ,-960 ,84 
2010-09-17,1827.35 ,0.0086 ,-4237 ,2711 ,1665 ,287 ,221 ,278 ,9 ,170 ,744 ,-44 ,-19 ,-130 
2010-09-16,1811.85 ,-0.0066 ,-1428 ,2037 ,-332 ,1043 ,42 ,-1291 ,-27 ,-218 ,540 ,-421 ,0 ,-292 
2010-09-15,1823.88 ,0.0048 ,-1720 ,4441 ,-2300 ,238 ,-271 ,-2062 ,2 ,-14 ,55 ,-248 ,180 ,-599 
2010-09-14,1815.25 ,-0.0020 ,228 ,4067 ,-4335 ,-65 ,-90 ,-3519 ,-258 ,-140 ,-59 ,-204 ,-33 ,87 
2010-09-13,1818.86 ,0.0090 ,-2810 ,6876 ,-3218 ,14 ,552 ,-3999 ,-31 ,-111 ,754 ,-396 ,-121 ,-724 
2010-09-10,1802.58 ,0.0102 ,-5441 ,5748 ,241 ,1005 ,-286 ,-629 ,16 ,-120 ,267 ,-10 ,-252 ,-269 
2010-09-09,1784.36 ,0.0029 ,1857 ,-3109 ,1210 ,695 ,140 ,-630 ,80 ,-55 ,929 ,50 ,88 ,-72 
2010-09-08,1779.22 ,-0.0048 ,2306 ,-501 ,-2045 ,394 ,-377 ,-2174 ,30 ,238 ,230 ,-385 ,255 ,-26 
2010-09-07,1787.74 ,-0.0026 ,-32 ,2389 ,-1507 ,-192 ,77 ,-1810 ,-17 ,61 ,598 ,-224 ,-504 ,-351 
